x_mm,deflection_mm,moment_Nmm,shear_N,stress_MPa
960.00000000,-0.09023147,-959999.99949369,-999.99999972,2.41084882
990.00000000,-0.09211724,-989999.99948624,-999.99999971,2.48618784
1020.00000000,-0.09391680,-1019999.99947713,-999.99999973,2.56152687
1050.00000000,-0.09562754,-1049999.99946925,-999.99999978,2.63686590
1080.00000000,-0.09724684,-1079999.99946687,-999.99999989,2.71220492
1110.00000000,-0.09877209,-1109999.99945882,-999.99999969,2.78754395
1140.00000000,-0.10020068,-1139999.99945536,-999.99999989,2.86288297
1170.00000000,-0.10152999,-1169999.99945104,-999.99999991,2.93822200
1200.00000000,-0.10275742,-1199999.99944964,-999.99999992,3.01356102
1230.00000000,-0.10388035,-1229999.99944559,-999.99999990,3.08890005
1260.00000000,-0.10489617,-1259999.99944781,-1000.00000009,3.16423907
1290.00000000,-0.10580226,-1289999.99944767,-999.99999997,3.23957810
1320.00000000,-0.10659602,-1319999.99945261,-1000.00000016,3.31491713
1350.00000000,-0.10727483,-1349999.99946035,-1000.00000025,3.39025615
1380.00000000,-0.10783608,-1379999.99946529,-1000.00000021,3.46559518
1410.00000000,-0.10827715,-1409999.99947072,-1000.00000024,3.54093420
1440.00000000,-0.10859544,-1439999.99947844,-1000.00000021,3.61627323
1470.00000000,-0.10878832,-1469999.99948504,-1000.00000026,3.69161225
1500.00000000,-0.10885320,-1499999.99948727,-1000.00000012,3.76695128
1530.00000000,-0.10878832,-1469999.99949194,999.99999988,3.69161225
1560.00000000,-0.10859544,-1439999.99949463,999.99999990,3.61627323
1590.00000000,-0.10827715,-1409999.99949697,999.99999995,3.54093420
1620.00000000,-0.10783608,-1379999.99950191,999.99999985,3.46559518
1650.00000000,-0.10727483,-1349999.99950661,999.99999980,3.39025615
1680.00000000,-0.10659602,-1319999.99950994,999.99999992,3.31491713
1710.00000000,-0.10580226,-1289999.99951498,999.99999987,3.23957810
1740.00000000,-0.10489617,-1259999.99952433,999.99999970,3.16423907
1770.00000000,-0.10388035,-1229999.99953562,999.99999967,3.08890005
1800.00000000,-0.10275742,-1199999.99954747,999.99999961,3.01356102
1830.00000000,-0.10152999,-1169999.99955696,999.99999965,2.93822200
1860.00000000,-0.10020068,-1139999.99956448,999.99999972,2.86288297
1890.00000000,-0.09877209,-1109999.99957398,999.99999971,2.78754395
1920.00000000,-0.09724684,-1079999.99958131,999.99999975,2.71220492
1950.00000000,-0.09562754,-1049999.99958618,999.99999981,2.63686590
1980.00000000,-0.09391680,-1019999.99959594,999.99999972,2.56152687
2010.00000000,-0.09211724,-989999.99960381,999.99999973,2.48618784
2040.00000000,-0.09023147,-959999.99961062,999.99999977,2.41084882
2070.00000000,-0.08826209,-929999.99961528,999.99999985,2.33550979
2100.00000000,-0.08621173,-899999.99962154,999.99999980,2.26017077
2130.00000000,-0.08408300,-869999.99962786,999.99999979,2.18483174
2160.00000000,-0.08187851,-839999.99963379,999.99999983,2.10949272
2190.00000000,-0.07960086,-809999.99964255,999.99999981,2.03415369
2220.00000000,-0.07725268,-779999.99965116,999.99999966,1.95881467
2250.00000000,-0.07483658,-749999.99965867,999.99999978,1.88347564
2280.00000000,-0.07235516,-719999.99966848,999.99999961,1.80813661
2310.00000000,-0.06981104,-689999.99967644,999.99999979,1.73279759
2340.00000000,-0.06720684,-659999.99968636,999.99999967,1.65745856
2370.00000000,-0.06454516,-629999.99969977,999.99999959,1.58211954
2400.00000000,-0.06182862,-599999.99971223,999.99999950,1.50678051
2430.00000000,-0.05905983,-569999.99972466,999.99999963,1.43144149
2460.00000000,-0.05624140,-539999.99973831,999.99999959,1.35610246
2490.00000000,-0.05337595,-509999.99975249,999.99999954,1.28076343
2520.00000000,-0.05046609,-479999.99976572,999.99999953,1.20542441
2550.00000000,-0.04751442,-449999.99977857,999.99999962,1.13008538
2580.00000000,-0.04452357,-419999.99979141,999.99999955,1.05474636
2610.00000000,-0.04149615,-389999.99980643,999.99999951,0.97940733
2640.00000000,-0.03843476,-359999.99982184,999.99999948,0.90406831
2670.00000000,-0.03534202,-329999.99983606,999.99999953,0.82872928
2700.00000000,-0.03222055,-299999.99985057,999.99999949,0.75339026
2730.00000000,-0.02907295,-269999.99986666,999.99999949,0.67805123
2760.00000000,-0.02590184,-239999.99988085,999.99999953,0.60271220
2790.00000000,-0.02270983,-209999.99989584,999.99999950,0.52737318
2820.00000000,-0.01949953,-179999.99991083,999.99999950,0.45203415
2850.00000000,-0.01627355,-149999.99992627,999.99999950,0.37669513
2880.00000000,-0.01303452,-119999.99994144,999.99999950,0.30135610
2910.00000000,-0.00978503,-89999.99995643,999.99999950,0.22601708
2940.00000000,-0.00652771,-59999.99997115,999.99999951,0.15067805
2970.00000000,-0.00326516,-29999.99998561,999.99999952,0.07533903
3000.00000000,0.00000000,-0.00000003,999.99999952,0.00000000
