x_mm,deflection_mm,moment_Nmm,shear_N,stress_MPa
1920.00000000,-0.17018196,-1889999.99926487,1749.99999944,4.74635861
1950.00000000,-0.16734819,-1837499.99927351,1749.99999962,4.61451532
1980.00000000,-0.16435440,-1784999.99928933,1749.99999958,4.48267202
2010.00000000,-0.16120517,-1732499.99930301,1749.99999949,4.35082873
2040.00000000,-0.15790506,-1679999.99931413,1749.99999969,4.21898543
2070.00000000,-0.15445866,-1627499.99932164,1749.99999980,4.08714214
2100.00000000,-0.15087054,-1574999.99933767,1749.99999946,3.95529884
2130.00000000,-0.14714525,-1522499.99934715,1749.99999956,3.82345555
2160.00000000,-0.14328739,-1469999.99935991,1749.99999967,3.69161225
2190.00000000,-0.13930151,-1417499.99937165,1749.99999955,3.55976896
2220.00000000,-0.13519219,-1364999.99938852,1749.99999954,3.42792566
2250.00000000,-0.13096401,-1312499.99940187,1749.99999958,3.29608237
2280.00000000,-0.12662153,-1259999.99941540,1749.99999956,3.16423907
2310.00000000,-0.12216932,-1207499.99943161,1749.99999942,3.03239578
2340.00000000,-0.11761196,-1154999.99944800,1749.99999944,2.90055248
2370.00000000,-0.11295403,-1102499.99946868,1749.99999935,2.76870919
2400.00000000,-0.10820008,-1049999.99949330,1749.99999912,2.63686590
2430.00000000,-0.10335470,-997499.99951786,1749.99999920,2.50502260
2460.00000000,-0.09842245,-944999.99954134,1749.99999917,2.37317931
2490.00000000,-0.09340791,-892499.99956530,1749.99999924,2.24133601
2520.00000000,-0.08831565,-839999.99958730,1749.99999923,2.10949272
2550.00000000,-0.08315024,-787499.99961162,1749.99999923,1.97764942
2580.00000000,-0.07791625,-734999.99963260,1749.99999928,1.84580613
2610.00000000,-0.07261826,-682499.99965656,1749.99999916,1.71396283
2640.00000000,-0.06726083,-629999.99968243,1749.99999925,1.58211954
2670.00000000,-0.06184854,-577499.99970961,1749.99999904,1.45027624
2700.00000000,-0.05638596,-524999.99973702,1749.99999912,1.31843295
2730.00000000,-0.05087766,-472499.99976367,1749.99999911,1.18658965
2760.00000000,-0.04532821,-419999.99979031,1749.99999911,1.05474636
2790.00000000,-0.03974219,-367499.99981701,1749.99999912,0.92290306
2820.00000000,-0.03412417,-314999.99984437,1749.99999911,0.79105977
2850.00000000,-0.02847872,-262499.99987119,1749.99999909,0.65921647
2880.00000000,-0.02281041,-209999.99989754,1749.99999912,0.52737318
2910.00000000,-0.01712381,-157499.99992359,1749.99999916,0.39552988
2940.00000000,-0.01142349,-104999.99994940,1749.99999914,0.26368659
2970.00000000,-0.00571403,-52499.99997497,1749.99999915,0.13184329
3000.00000000,0.00000000,-0.00000000,1749.99999917,0.00000000
