x_mm,deflection_mm,moment_Nmm,shear_N,stress_MPa
2550.00000000,-0.05939303,-562499.99972218,1249.99999943,1.41260673
2580.00000000,-0.05565446,-524999.99973780,1249.99999948,1.31843295
2610.00000000,-0.05187018,-487499.99975610,1249.99999938,1.22425917
2640.00000000,-0.04804345,-449999.99977499,1249.99999940,1.13008538
2670.00000000,-0.04417753,-412499.99979424,1249.99999936,1.03591160
2700.00000000,-0.04027568,-374999.99981362,1249.99999934,0.94173782
2730.00000000,-0.03634119,-337499.99983227,1249.99999938,0.84756404
2760.00000000,-0.03237730,-299999.99985123,1249.99999940,0.75339026
2790.00000000,-0.02838728,-262499.99986959,1249.99999937,0.65921647
2820.00000000,-0.02437441,-224999.99988914,1249.99999936,0.56504269
2850.00000000,-0.02034194,-187499.99990827,1249.99999936,0.47086891
2880.00000000,-0.01629315,-149999.99992704,1249.99999937,0.37669513
2910.00000000,-0.01223129,-112499.99994570,1249.99999939,0.28252135
2940.00000000,-0.00815964,-74999.99996388,1249.99999940,0.18834756
2970.00000000,-0.00408145,-37499.99998194,1249.99999940,0.09417378
3000.00000000,0.00000000,-0.00000000,1249.99999940,0.00000000
