x_mm,deflection_mm,moment_Nmm,shear_N,stress_MPa
990.00000000,-0.13817586,-1484999.99923021,-1499.99999964,3.72928177
1020.00000000,-0.14087520,-1529999.99921992,-1499.99999972,3.84229030
1050.00000000,-0.14344130,-1574999.99921280,-1499.99999971,3.95529884
1080.00000000,-0.14587025,-1619999.99920329,-1499.99999976,4.06830738
1110.00000000,-0.14815813,-1664999.99919170,-1499.99999960,4.18131592
1140.00000000,-0.15030102,-1709999.99918458,-1499.99999977,4.29432446
1170.00000000,-0.15229499,-1754999.99917996,-1499.99999977,4.40733300
1200.00000000,-0.15413613,-1799999.99917163,-1499.99999985,4.52034153
1230.00000000,-0.15582053,-1844999.99917313,-1499.99999994,4.63335007
1260.00000000,-0.15734425,-1889999.99916707,-1499.99999989,4.74635861
1290.00000000,-0.15870339,-1934999.99917158,-1500.00000008,4.85936715
1320.00000000,-0.15989403,-1979999.99918033,-1500.00000023,4.97237569
1350.00000000,-0.16091224,-2024999.99918902,-1500.00000027,5.08538423
1380.00000000,-0.16175411,-2069999.99919423,-1500.00000022,5.19839277
1410.00000000,-0.16241572,-2114999.99920594,-1500.00000045,5.31140130
1440.00000000,-0.16289315,-2159999.99921808,-1500.00000035,5.42440984
1470.00000000,-0.16318249,-2204999.99922359,-1500.00000022,5.53741838
1500.00000000,-0.16327980,-2249999.99923095,-1500.00000014,5.65042692
1530.00000000,-0.16318249,-2204999.99923959,1499.99999959,5.53741838
1560.00000000,-0.16289315,-2159999.99924500,1499.99999974,5.42440984
1590.00000000,-0.16241572,-2114999.99924555,1499.99999993,5.31140130
1620.00000000,-0.16175411,-2069999.99925571,1499.99999984,5.19839277
1650.00000000,-0.16091224,-2024999.99926203,1499.99999971,5.08538423
1680.00000000,-0.15989403,-1979999.99926558,1499.99999989,4.97237569
1710.00000000,-0.15870339,-1934999.99927890,1499.99999958,4.85936715
1740.00000000,-0.15734425,-1889999.99929035,1499.99999951,4.74635861
1770.00000000,-0.15582053,-1844999.99930441,1499.99999965,4.63335007
1800.00000000,-0.15413613,-1799999.99931628,1499.99999949,4.52034154
1830.00000000,-0.15229499,-1754999.99933070,1499.99999957,4.40733300
1860.00000000,-0.15030102,-1709999.99934506,1499.99999950,4.29432446
1890.00000000,-0.14815813,-1664999.99935961,1499.99999943,4.18131592
1920.00000000,-0.14587025,-1619999.99936843,1499.99999977,4.06830738
1950.00000000,-0.14344130,-1574999.99937421,1499.99999986,3.95529884
1980.00000000,-0.14087520,-1529999.99938542,1499.99999972,3.84229030
2010.00000000,-0.13817586,-1484999.99940243,1499.99999940,3.72928177
2040.00000000,-0.13534720,-1439999.99941313,1499.99999968,3.61627323
2070.00000000,-0.13239314,-1394999.99942526,1499.99999950,3.50326469
2100.00000000,-0.12931760,-1349999.99943590,1499.99999962,3.39025615
2130.00000000,-0.12612450,-1304999.99944356,1499.99999979,3.27724761
2160.00000000,-0.12281776,-1259999.99945411,1499.99999962,3.16423907
2190.00000000,-0.11940129,-1214999.99946406,1499.99999977,3.05123054
2220.00000000,-0.11587902,-1169999.99947670,1499.99999958,2.93822200
2250.00000000,-0.11225486,-1124999.99948752,1499.99999967,2.82521346
2280.00000000,-0.10853274,-1079999.99950302,1499.99999948,2.71220492
2310.00000000,-0.10471656,-1034999.99951452,1499.99999962,2.59919638
2340.00000000,-0.10081025,-989999.99953103,1499.99999949,2.48618784
2370.00000000,-0.09681774,-944999.99954677,1499.99999948,2.37317931
2400.00000000,-0.09274293,-899999.99956560,1499.99999937,2.26017077
2430.00000000,-0.08858974,-854999.99958694,1499.99999928,2.14716223
2460.00000000,-0.08436210,-809999.99960762,1499.99999932,2.03415369
2490.00000000,-0.08006392,-764999.99962854,1499.99999925,1.92114515
2520.00000000,-0.07569913,-719999.99964762,1499.99999936,1.80813661
2550.00000000,-0.07127163,-674999.99966621,1499.99999943,1.69512808
2580.00000000,-0.06678536,-629999.99968755,1499.99999928,1.58211954
2610.00000000,-0.06224422,-584999.99970675,1499.99999937,1.46911100
2640.00000000,-0.05765214,-539999.99972975,1499.99999922,1.35610246
2670.00000000,-0.05301303,-494999.99975264,1499.99999926,1.24309392
2700.00000000,-0.04833082,-449999.99977630,1499.99999921,1.13008538
2730.00000000,-0.04360942,-404999.99979955,1499.99999921,1.01707685
2760.00000000,-0.03885275,-359999.99982202,1499.99999926,0.90406831
2790.00000000,-0.03406474,-314999.99984354,1499.99999928,0.79105977
2820.00000000,-0.02924929,-269999.99986660,1499.99999924,0.67805123
2850.00000000,-0.02441033,-224999.99989033,1499.99999923,0.56504269
2880.00000000,-0.01955178,-179999.99991232,1499.99999927,0.45203415
2910.00000000,-0.01467755,-134999.99993432,1499.99999927,0.33902562
2940.00000000,-0.00979156,-89999.99995673,1499.99999927,0.22601708
2970.00000000,-0.00489774,-44999.99997854,1499.99999927,0.11300854
3000.00000000,0.00000000,-0.00000000,1499.99999929,0.00000000
