p,U:0,U:1,U:2,vtkOriginalPointIds,Points:0,Points:1,Points:2,t
-0.49662,0.0,0.0,0.0,82,0.70711,0.70711,0,1.0
-0.48498,0.01767,0.044104,-3.8620000000000004e-20,87,0.85936,0.85936,0,1.0
-0.48463,0.23636,0.010318,1.6489000000000002e-20,92,0.89178,1.0442,0,1.0
-0.47985,0.76357,-0.02943,-3.3425999999999998e-21,101,1.2866,1.2866,0,1.0
-0.39188,1.2753,-0.060575,-2.3083e-20,112,1.5316,1.7937,0,1.0
-0.29592,1.242,-0.081997,-4.1212999999999994e-21,120,1.8605,2.1789,0,1.0
-0.50366,0.11084,0.003432,-2.5687999999999997e-21,126,0.71472,0.98382,0,1.0
-0.5362,0.0,0.0,0.0,145,0.5225,0.85264,0,1.0
-0.50216,0.48528,-0.010559,-2.3538000000000002e-20,149,0.71792,1.1717,0,1.0
-0.42951,1.2583,0.022978,-8.5306e-20,155,1.0047,1.6399,0,1.0
-0.53134,0.27466,-0.016472,2.3409e-20,168,0.5522,1.0838,0,1.0
-0.52287,0.77939,0.019203,-2.2377e-20,191,0.52598,1.2698,0,1.0
-0.59956,0.0,0.0,0.0,208,0.30902,0.95106,0,1.0
-0.56505,0.49532,-0.0018894,4.7467e-20,210,0.37591,1.1568,0,1.0
-0.43419,1.3152,0.12,1.3129e-20,216,0.5338,1.6426,0,1.0
-0.58179,0.61417,0.022921,8.1095e-20,231,0.28397,1.1826,0,1.0
-0.53839,1.0368,0.097026,-4.9851e-20,233,0.32087,1.3362,0,1.0
-0.39427,1.3288,0.1503,-7.6049e-20,238,0.42578,1.7727,0,1.0
-0.63038,0.5632,0.050663,-7.0452e-22,272,0.089562,1.1377,0,1.0
-0.57494,1.0533,0.16431,1.9352e-20,274,0.1015,1.289,0,1.0
-0.67537,0.0,0.0,0.0,292,0.0,1.0,0,1.0
-0.36853,0.0,0.0,0.0,313,1.0,0.0,0,1.0
-0.39339,-0.040776,0.15964,-5.4892999999999995e-21,319,1.212,0.095424,0,1.0
-0.37575,-0.057609,0.13294,-2.6942e-20,320,1.2925,0.0,0,1.0
-0.38062,-0.099176,0.099253,-6.5251e-20,324,1.4555,0.0,0,1.0
-0.40402,-0.089888,0.12611,5.7541e-21,325,1.4519,0.11435,0,1.0
-0.42755,-0.1415,0.010174,2.9836e-20,333,1.8155,0.14304,0,1.0
-0.39596,-0.20884,-0.14074,1.6165e-20,338,2.1297,0.0,0,1.0
-0.36499,-0.21001,-0.40293,-1.8269e-20,348,2.7283,0.0,0,1.0
-0.40818,0.0,0.0,0.0,355,0.98769,0.15643,0,1.0
-0.47946,-0.075512,-0.10822,-1.7841e-20,367,2.1071,0.33402,0,1.0
-0.42927,-0.043238,0.18364,1.6874e-20,378,1.1826,0.28397,0,1.0
-0.43272,-0.047901,0.18858,2.3228000000000002e-20,379,1.258,0.30208,0,1.0
-0.44489,-0.049999,0.16335,-1.2378e-21,381,1.4172,0.34035,0,1.0
-0.50065,0.055617,0.053948,1.7921e-20,406,1.7344,0.56364,0,1.0
-0.52797,0.2011,-0.13639,-7.277099999999999e-21,410,2.137,0.69452,0,1.0
-0.4926,0.34088,-0.30295,-8.9847e-20,413,2.4799,0.80599,0,1.0
-0.46451,0.38518,-0.35148,6.8986e-20,414,2.6029,0.84595,0,1.0
-0.45695,0.0,0.0,0.0,418,0.92388,0.38268,0,1.0
-0.53214,0.29394,-0.079238,8.5654e-21,430,1.973,0.81724,0,1.0
-0.46286,-0.035975,0.15205,8.6078e-21,441,1.0838,0.5522,0,1.0
-0.47317,0.033957,0.14973,3.6332000000000003e-20,444,1.2989,0.66178,0,1.0
-0.51584,0.60466,-0.17819,1.9109e-20,453,2.1054,1.0726,0,1.0
-0.47557,0.0,0.0,0.0,460,0.85264,0.5225,0,1.0
-0.50491,0.3244,0.023407,2.295e-20,469,1.5546,0.95244,0,1.0
-0.47375,-0.021242,0.098397,-8.5458e-21,483,0.98382,0.71472,0,1.0
-0.47257,0.049605,0.10256,-2.1712999999999997e-21,485,1.1114,0.8074,0,1.0
-0.49919,0.77835,-0.095986,-3.4019e-20,493,1.7261,1.2538,0,1.0
-0.3425,-0.12742,-0.53682,-3.4528e-20,523,3.187,0.23587,0,1.0
-0.32347,-0.026112,-0.45588,-9.6587e-21,528,3.8141,0.0,0,1.0
-0.33826,0.12755,-0.24786,-5.5068e-20,532,4.2681,0.0,0,1.0
-0.28405,0.026925,-0.32855,-4.6264000000000003e-20,533,4.2628,0.23492,0,1.0
-0.27923,0.44856,0.34777,3.0632e-20,540,5.282,0.0,0,1.0
-0.20575,0.41394,0.40857,-7.182000000000001e-20,543,5.5544,0.23377,0,1.0
-0.14574,0.5259,0.55315,2.8231e-20,547,6.1409,0.23326,0,1.0
-0.13441,0.61052,0.58482,2.3037e-20,548,6.4555,0.0,0,1.0
-0.12277,0.55209,0.55222,4.4954e-20,554,7.4555,0.0,0,1.0
-0.20413,0.63189,0.14758,-7.0732e-21,561,8.5669,0.23111,0,1.0
-0.1809,0.78654,-0.30019,6.592499999999999e-21,565,9.382,0.23039,0,1.0
-0.086688,0.82809,-0.49615,-2.5755999999999998e-21,570,10.726,0.0,0,1.0
-0.083957,0.71452,-0.38252,-1.9468e-20,626,12.738,0.454,0,1.0
-0.16086,0.024758,-0.42959,3.8221e-20,641,4.1971,0.69968,0,1.0
-0.14428,0.06382,-0.19581,-7.062e-21,643,4.6868,0.69847,0,1.0
-0.094361,0.46074,0.52109,-1.4732e-20,649,6.3905,0.6943,0,1.0
-0.16658,0.5809,0.47706,2.4243e-20,653,7.7527,0.69096,0,1.0
-0.060598,0.82077,-0.42509,8.599299999999999e-21,662,11.654,0.68139,0,1.0
-0.2754,0.39223,-0.4621,8.878800000000001e-20,675,3.2568,0.92918,0,1.0
-0.17587,0.28307,-0.46518,-3.6939e-20,677,3.6808,0.9279,0,1.0
-0.072771,0.15983,0.028096,-5.6786e-20,683,5.1561,0.92345,0,1.0
-0.32381,0.66336,-0.39616,-2.9561999999999998e-21,712,2.9753,1.1514,0,1.0
-0.072532,0.34409,-0.35845,1.8710000000000003e-20,717,4.0596,1.1477,0,1.0
-0.030178,0.33269,0.33428,5.831e-20,724,5.9526,1.1414,0,1.0
-0.18797,1.0303,-0.33762,4.1373e-21,733,9.2192,1.1304,0,1.0
0.0014154,0.37664,-0.22361,1.5398e-20,757,4.4592,1.3602,0,1.0
0.021084,0.25338,0.027066,2.4578e-21,760,5.2716,1.3574,0,1.0
-0.089059,0.60547,0.46062,-5.2150999999999994e-21,766,7.19,1.3508,0,1.0
-0.20563,0.9629,0.02316,-2.9811e-20,769,8.319,1.347,0,1.0
-0.073369,0.97529,-0.42135,-1.819e-20,774,10.499,1.3395,0,1.0
-0.14917,0.84967,-0.29607,-4.6085e-20,791,3.3928,1.5691,0,1.0
-0.058329,0.72008,-0.2443,-8.3619e-21,793,3.8541,1.5676,0,1.0
0.046658,0.41209,-0.076923,3.7553e-20,797,4.8843,1.5643,0,1.0
0.021723,0.40846,0.29541,-4.4506e-20,801,6.0767,1.5606,0,1.0
-0.037431,0.88758,-0.34981,1.8659e-21,814,11.41,1.5437,0,1.0
-0.24628,1.0666,-0.25626,8.578000000000001e-20,828,2.8331,1.7658,0,1.0
-0.088801,0.93387,-0.18583,3.9016e-20,871,3.586,1.9485,0,1.0
-0.015487,0.83595,-0.12046,-4.4577e-21,873,4.0873,1.9478,0,1.0
0.057884,0.68211,0.016085,5.7441999999999994e-21,876,4.9116,1.9466,0,1.0
0.067796,0.59725,0.12635,4.3142e-21,878,5.5135,1.9457,0,1.0
-0.0090507,0.97913,0.216,-1.2317000000000001e-20,961,6.7218,2.3126,0,1.0
0.040153,0.92845,0.084467,-1.3575e-20,996,5.0613,2.5172,0,1.0
0.045177,0.95277,0.1603,-6.8563e-21,998,5.6893,2.5172,0,1.0
-0.065616,1.2153,0.058612,-3.3629e-20,1003,7.4758,2.5172,0,1.0
-0.034983,1.0727,-0.25168,-1.7932e-21,1049,10.099,2.736,0,1.0
-0.012649,0.9671,-0.23804,-7.5007e-21,1051,11.109,2.736,0,1.0
-0.048955,1.1715,-0.19287,9.861099999999999e-21,1087,9.1598,2.97,0,1.0
0.0057883,0.88323,-0.17518,5.5447999999999996e-21,1093,12.196,2.97,0,1.0
0.0091232,1.0209,0.056359,8.7932e-21,1116,5.0613,3.2202,0,1.0
-0.0049919,1.1396,0.04258,7.9881e-22,1201,6.7218,3.7739,0,1.0
-0.016185,1.1127,-0.11178,4.226499999999999e-21,1247,9.1598,4.08,0,1.0
0.0043262,0.99529,-0.13405,4.9219e-22,1251,11.109,4.08,0,1.0
-0.008091,1.1063,0.0075821,-3.2552999999999997e-22,1321,6.7218,4.7572,0,1.0
0.016825,0.95915,-0.074715,0.0,1333,12.196,4.7572,0,1.0
-0.13819,1.1399,0.1129,3.8131000000000004e-20,2145,-4.3934e-16,3.1819,0,1.0
-0.10113,1.1111,0.08699,-1.8927e-20,2175,-4.2301e-16,3.807,0,1.0
-0.080466,1.0951,0.073083,-9.6094e-21,2195,-4.1015e-16,4.2993,0,1.0
0.067332,0.92691,0.28,4.7714000000000003e-20,2456,-1.5845,1.5845,0,1.0
0.036617,0.88585,0.46154,-5.0967e-20,2468,-1.1532,1.1532,0,1.0
-0.096343,0.9305,0.60711,-4.7e-20,2475,-0.89178,1.0442,0,1.0
-0.17943,0.85342,0.65697,-6.8113e-22,2479,-0.78951,0.92446,0,1.0
-0.26273,0.0,0.0,0.0,2484,-0.64945,0.76041,0,1.0
-0.10254,1.004,0.50969,7.8294e-20,2499,-0.90709,1.2487,0,1.0
-0.23877,1.0724,0.58317,5.9048999999999994e-21,2522,-0.71792,1.1717,0,1.0
-0.44211,0.0,0.0,0.0,2527,-0.5225,0.85264,0,1.0
-0.064376,1.0588,0.2611,-1.8384e-20,2533,-1.0726,2.1054,0,1.0
-0.41405,1.0353,0.55956,-1.8226e-20,2545,-0.5522,1.0838,0,1.0
-0.57598,0.0,0.0,0.0,2569,-0.38268,0.92388,0,1.0
-0.41038,1.2308,0.47953,6.092099999999999e-21,2585,-0.42475,1.3071,0,1.0
-0.52455,1.0826,0.44228,-6.5552e-20,2587,-0.37591,1.1568,0,1.0
-0.67343,0.0,0.0,0.0,2632,-0.15643,0.98769,0,1.0
-0.22066,1.2002,0.2073,-6.6561e-20,2639,-0.17623,2.2362,0,1.0
-0.314,1.2637,0.27034,-1.1096e-20,2643,-0.14304,1.8155,0,1.0
-0.5118,1.2733,0.32159,-1.6731000000000002e-19,2648,-0.10781,1.369,0,1.0
-0.60497,0.9974,0.23366,3.051e-20,2650,-0.095424,1.212,0,1.0
-0.64004,0.72824,0.15012,6.1391e-20,2651,-0.089562,1.1377,0,1.0
0.25015,0.7742,0.0091028,-5.4077e-23,2660,-2.5997,0.0,0,1.0
0.31437,0.6861,0.012569,-1.5095999999999998e-22,2668,-2.1297,0.0,0,1.0
0.41033,0.51876,0.08218,-4.2089e-20,2679,-1.6271,0.12817,0,1.0
0.48808,0.34928,0.023407,-1.1178999999999998e-21,2684,-1.3725,0.0,0,1.0
0.52872,0.20259,0.026052,1.3535e-20,2688,-1.2153,0.0,0,1.0
0.56318,0.049432,0.018189,-1.1407e-21,2692,-1.0692,0.0,0,1.0
0.57342,0.0,0.0,0.0,2695,-1.0,0.0,0,1.0
0.45641,0.37846,0.1923,3.9551e-20,2711,-1.3568,0.21499,0,1.0
0.50326,0.15175,0.21501,-2.7504e-20,2714,-1.1273,0.17859,0,1.0
0.52764,0.0,0.0,0.0,2716,-0.98769,0.15643,0,1.0
0.36947,0.55759,0.20333,-8.8032e-20,2729,-1.5885,0.38151,0,1.0
0.1994,0.82375,0.1112,-6.2368999999999994e-21,2740,-2.6029,0.84595,0,1.0
0.2904,0.68503,0.19695,1.4597e-20,2747,-1.8296,0.59459,0,1.0
0.33757,0.58857,0.25865,5.884600000000001e-20,2750,-1.5541,0.50503,0,1.0
0.38093,0.45264,0.34581,-5.0120000000000006e-20,2753,-1.3071,0.42475,0,1.0
0.40142,0.23613,0.38424,9.7397e-20,2756,-1.0857,0.35279,0,1.0
0.41552,0.0,0.0,0.0,2758,-0.95106,0.30902,0,1.0
0.25424,0.67028,0.35367,-1.4511e-20,2792,-1.456,0.74178,0,1.0
0.25042,0.36084,0.51399,-1.9137e-19,2798,-1.0172,0.51827,0,1.0
0.24957,0.0,0.0,0.0,2800,-0.89101,0.45399,0,1.0
0.1825,0.79996,0.27517,8.436299999999999e-22,2809,-1.7284,1.0589,0,1.0
0.20461,0.71924,0.39175,1.6582e-20,2813,-1.393,0.85347,0,1.0
0.20211,0.6311,0.52028,6.5339e-20,2816,-1.1717,0.71792,0,1.0
0.066812,0.50812,0.59039,2.5577000000000003e-19,2840,-0.92341,0.67086,0,1.0
0.04925,0.0,0.0,0.0,2842,-0.80902,0.58779,0,1.0
0.090137,0.9322,0.1698,2.7153e-20,2844,-2.2843,1.9505,0,1.0
0.094668,0.82814,0.44612,-5.0127e-20,2855,-1.2411,1.0599,0,1.0
0.055624,0.77798,0.58656,-1.2780000000000001e-20,2858,-1.0442,0.89178,0,1.0
0.13974,0.90581,0.0038305,1.0956e-21,2912,-4.3358,0.0,0,1.0
0.16555,0.87395,0.034357,-5.1609e-21,2951,-3.5732,0.46918,0,1.0
0.15403,0.88345,0.062228,-1.4416e-20,3011,-3.47,0.92747,0,1.0
0.053807,0.98297,0.076161,2.8633e-21,3372,-3.8187,3.4878,0,1.0
-0.022059,1.0463,0.098783,1.3972999999999999e-21,4180,-1.5637,4.1771,0,1.0
-0.30818,0.0,0.0,0.0,4394,0.64945,-0.76041,0,1.0
-0.34643,0.0,0.0,0.0,4402,0.45399,-0.89101,0,1.0
-0.38287,0.0,0.0,0.0,4406,0.30902,-0.95106,0,1.0
-0.42368,0.0,0.0,0.0,4410,0.15643,-0.98769,0,1.0
-0.39673,0.69722,-0.11158,-1.2036e-20,4436,0.095424,-1.212,0,1.0
-0.31103,0.20811,-0.0079893,7.503399999999999e-21,4441,0.67593,-1.1031,0,1.0
-0.31254,0.46413,-0.026544,1.1469e-20,4453,0.62391,-1.2246,0,1.0
-0.34622,1.1216,-0.27586,1.2659e-19,4459,-8.2717e-17,-1.3725,0,1.0
-0.30043,1.0432,-0.14625,-3.1857e-20,4477,0.47729,-1.4687,0,1.0
-0.26592,0.26676,-0.0070538,-1.5381e-20,4483,1.1532,-1.1532,0,1.0
-0.27867,0.76597,-0.059326,-1.1434e-20,4485,0.85347,-1.393,0,1.0
-0.20487,1.2185,-0.28247,-2.7117000000000003e-20,4514,-1.8199e-16,-1.8196,0,1.0
-0.13599,1.1753,-0.23112,5.2143e-20,4558,-2.7552e-16,-2.2408,0,1.0
-0.20935,1.139,-0.091234,8.070499999999999e-21,4559,1.5316,-1.7937,0,1.0
-0.19338,1.2523,-0.075869,-7.555799999999999e-21,4615,2.1213,-2.1213,0,1.0
-0.33387,0.0,0.0,0.0,4627,0.98769,-0.15643,0,1.0
-0.30928,0.0,0.0,0.0,4631,0.95106,-0.30902,0,1.0
-0.29514,0.0,0.0,0.0,4635,0.89101,-0.45399,0,1.0
-0.29442,0.0,0.0,0.0,4641,0.76041,-0.64945,0,1.0
-0.31244,-0.0069764,0.042557,-3.1850000000000004e-20,4646,1.0857,-0.35279,0,1.0
-0.29452,-0.022895,-0.012996,7.2188e-21,4651,0.86777,-0.74111,0,1.0
-0.33858,-0.02897,0.086333,-6.377499999999999e-21,4653,1.201,-0.19028,0,1.0
-0.29656,-0.024095,0.01163,-2.6519e-22,4657,1.0838,-0.5522,0,1.0
-0.31091,-0.040059,0.031962,-1.0297e-21,4664,1.2306,-0.39989,0,1.0
-0.28903,-0.013596,-0.0085979,-1.1348e-22,4669,0.98326,-0.83971,0,1.0
-0.29051,-0.042985,-0.001497,1.1336e-20,4675,1.2246,-0.62391,0,1.0
-0.33718,-0.094345,0.042532,3.0041e-20,4680,1.4391,-0.22804,0,1.0
-0.30509,-0.070203,0.0018304,-1.3322999999999999e-21,4682,1.3864,-0.45054,0,1.0
-0.27813,0.039392,-0.0041224,5.8283999999999995e-21,4687,1.1075,-0.94578,0,1.0
-0.35861,-0.18008,-0.036257,1.1513e-20,4715,1.8155,-0.14304,0,1.0
-0.24391,0.033648,-0.062572,2.6967e-20,4729,1.7142,-0.87328,0,1.0
-0.31258,-0.18719,-0.15897,-9.6834e-21,4743,2.1071,-0.33402,0,1.0
-0.25589,-0.05173,-0.14113,2.4327e-20,4745,2.0308,-0.65999,0,1.0
-0.22507,0.11409,-0.085801,2.5054e-20,4747,1.9027,-0.96929,0,1.0
-0.21768,0.3929,-0.038712,2.2071e-20,4749,1.7261,-1.2538,0,1.0
-0.23537,0.0465,-0.20872,-3.4578999999999996e-21,4772,2.3614,-0.76747,0,1.0
-0.23265,0.095088,-0.22641,-1.5185999999999998e-21,4781,2.4799,-0.80599,0,1.0
-0.25501,0.51302,-0.18264,-1.2476e-20,4818,2.9753,-1.1514,0,1.0
-0.31594,0.088996,-0.39314,-4.3463e-20,4825,3.3622,-0.47016,0,1.0
-0.24216,0.92449,-0.068067,1.0948000000000001e-20,4830,2.9641,-1.5704,0,1.0
-0.21105,1.2133,-0.044273,-1.4123e-20,4832,2.6869,-1.9499,0,1.0
-0.36182,0.41543,-0.21824,-4.986899999999999e-21,4846,3.7419,-0.70079,0,1.0
-0.30997,0.8635,-0.049081,1.4650000000000002e-20,4849,3.5057,-1.3635,0,1.0
-0.37834,0.26647,-0.16666,-3.7518e-20,4864,4.2628,-0.23492,0,1.0
-0.4051,0.57892,-0.035968,-1.1887000000000001e-20,4866,4.1971,-0.69968,0,1.0
-0.37598,0.86267,0.047133,3.0063999999999997e-22,4868,4.0596,-1.1477,0,1.0
-0.32043,1.1233,0.092352,5.2168000000000004e-20,4870,3.8541,-1.5676,0,1.0
-0.39539,0.57902,0.17199,-1.1840000000000002e-20,4885,4.728,-0.4678,0,1.0
-0.3495,1.1023,0.25076,-1.5186e-20,4889,4.4592,-1.3602,0,1.0
-0.25966,1.2994,0.18067,-8.8124e-21,4892,4.0873,-1.9478,0,1.0
-0.35006,1.0273,0.35172,5.289799999999999e-21,4898,4.812,-1.1452,0,1.0
-0.32319,0.93871,0.45142,8.758399999999999e-21,4907,5.1561,-0.92345,0,1.0
-0.2745,0.8416,0.53075,-9.342599999999999e-21,4916,5.492,-0.6965,0,1.0
-0.22293,1.1943,0.37349,2.8596e-20,4921,5.0459,-1.7602,0,1.0
-0.20917,0.99333,0.52245,8.6244e-21,4928,5.6516,-1.1424,0,1.0
-0.16992,0.81628,0.57635,4.8852e-20,4936,6.08,-0.69506,0,1.0
-0.15437,1.0407,0.44663,-1.7478e-20,4940,5.762,-1.5616,0,1.0
-0.12756,0.83765,0.53103,-4.2997000000000003e-20,4947,6.3357,-0.91989,0,1.0
-0.11795,1.0147,0.40229,-2.6096e-20,4951,5.9608,-1.7579,0,1.0
-0.08241,0.58375,0.43784,7.221e-21,4986,7.7527,-0.69096,0,1.0
-0.13122,0.51186,0.24644,-4.5720000000000005e-20,5005,8.5472,-0.46122,0,1.0
-0.054244,0.53329,0.27775,-1.8431e-20,5008,8.3977,-1.1332,0,1.0
-0.0074359,0.60922,0.17489,3.1619e-20,5021,8.5295,-1.7514,0,1.0
-0.083595,0.56151,-0.072268,-2.3198e-20,5027,9.2813,-0.91101,0,1.0
-0.03782,0.72102,-0.38319,5.7735e-20,5059,10.499,-1.3395,0,1.0
-0.078643,0.79187,-0.49333,8.321099999999999e-22,5075,11.684,-0.45582,0,1.0
-0.033944,0.79957,-0.43751,3.6995e-20,5081,11.32,-1.7443,0,1.0
-0.11864,0.76919,-0.41116,6.292099999999999e-21,5095,12.738,-0.454,0,1.0
-0.10517,1.1383,0.1967,-4.5506e-21,5561,5.0613,-2.97,0,1.0
-0.090313,1.1049,0.20905,-1.8763e-20,5591,5.3695,-2.97,0,1.0
-0.074386,1.0689,0.21551,-1.3091e-21,5621,5.6893,-2.97,0,1.0
-0.057868,1.0637,0.16459,2.9855999999999998e-21,5623,5.6893,-3.4878,0,1.0
-0.012617,0.92017,0.17698,-1.5607999999999999e-21,5741,7.0919,-2.97,0,1.0
-0.0046683,0.98547,0.081949,-7.6673e-22,5746,7.0919,-4.4072,0,1.0
-0.0039756,0.99581,0.067922,-3.0204999999999997e-21,5747,7.0919,-4.7572,0,1.0
-0.0021755,1.0196,0.036076,-3.2449e-23,5750,7.0919,-5.9596,0,1.0
0.011759,0.85521,0.11698,1.9355e-21,5801,7.874,-2.97,0,1.0
0.013086,0.91955,0.07164,3.1845999999999996e-21,5804,7.874,-3.7739,0,1.0
0.027859,0.6933,0.0018101,-3.892e-21,5889,9.1598,-2.5172,0,1.0
0.032526,0.92051,-0.031401,-1.5097999999999998e-21,5895,9.1598,-4.08,0,1.0
0.026185,0.68609,-0.15915,-1.0755999999999998e-22,5949,10.099,-2.5172,0,1.0
0.041172,0.87554,-0.13379,-7.3245e-22,5953,10.099,-3.4878,0,1.0
0.027768,1.0033,-0.052028,1.0593999999999999e-21,5958,10.099,-5.1314,0,1.0
0.021798,0.83528,-0.26765,2.7332999999999996e-21,6011,11.109,-2.97,0,1.0
0.030346,1.0354,-0.14498,1.2518999999999999e-21,6015,11.109,-4.08,0,1.0
-0.029139,0.97917,-0.29261,-2.7565e-20,6070,12.196,-2.736,0,1.0
0.016068,1.1182,-0.055772,0.0,6077,12.196,-4.7572,0,1.0
0.017776,1.0753,-0.019927,5.5511e-22,6080,12.196,-5.9596,0,1.0
-0.054875,1.0974,-0.23735,5.6643e-20,6745,-0.57975,-2.4134,0,1.0
0.093512,0.93512,-0.26125,-3.9038e-20,6748,-1.5316,-1.7937,0,1.0
0.12381,0.87301,-0.342,-6.7219e-20,6789,-1.3571,-1.3571,0,1.0
0.11054,0.8439,-0.43879,4.4390000000000006e-20,6819,-1.1532,-1.1532,0,1.0
0.042074,0.77778,-0.60755,4.9324e-20,6859,-0.91393,-0.91393,0,1.0
-0.098551,0.92013,-0.60248,7.4758e-20,6860,-0.76021,-1.0465,0,1.0
-0.31512,0.97629,-0.47643,-1.714e-20,6873,-0.46551,-1.1238,0,1.0
-0.39887,0.92958,-0.28914,4.3806e-20,6876,-0.19028,-1.201,0,1.0
-0.45508,0.32067,-0.060036,-3.9283e-20,6897,-0.083909,-1.066,0,1.0
-0.1346,0.0,0.0,0.0,6898,-0.64945,-0.76041,0,1.0
-0.28829,0.0,0.0,0.0,6901,-0.5225,-0.85264,0,1.0
-0.39778,0.0,0.0,0.0,6903,-0.38268,-0.92388,0,1.0
-0.46612,0.0,0.0,0.0,6906,-0.15643,-0.98769,0,1.0
-0.46601,0.0,0.0,0.0,6907,-0.078459,-0.99692,0,1.0
0.15034,0.89046,-0.1649,-1.8003e-20,6923,-2.3204,-1.6853,0,1.0
0.2188,0.81444,-0.096511,7.5486e-21,6929,-2.6029,-0.84595,0,1.0
0.33368,0.65133,-0.12664,-1.1858e-20,6991,-1.87,-0.44916,0,1.0
0.26495,0.72492,-0.24555,6.6043e-22,6994,-1.7142,-0.87328,0,1.0
0.19903,0.79418,-0.30394,4.6066e-20,6996,-1.5553,-1.1297,0,1.0
0.41747,0.5147,-0.045039,4.9015000000000003e-20,7016,-1.6271,-0.12817,0,1.0
0.36626,0.57226,-0.22351,-6.0901e-20,7019,-1.5541,-0.50503,0,1.0
0.26027,0.66308,-0.39653,5.5073e-20,7031,-1.3165,-0.80663,0,1.0
0.47305,0.36928,-0.14593,-4.0119e-20,7044,-1.3568,-0.21499,0,1.0
0.42696,0.3747,-0.32926,-5.2969e-20,7055,-1.2306,-0.39989,0,1.0
0.25697,0.55479,-0.52014,7.3295e-20,7058,-1.1031,-0.67593,0,1.0
0.11535,0.7023,-0.59108,8.6606e-20,7060,-0.98326,-0.83971,0,1.0
0.52338,0.14318,-0.16524,1.8729e-20,7071,-1.1273,-0.17859,0,1.0
0.38762,0.16062,-0.28963,-1.3891000000000002e-19,7083,-0.98812,-0.40929,0,1.0
0.549,0.0,0.0,0.0,7089,-0.98769,-0.15643,0,1.0
0.5115,0.0,0.0,0.0,7090,-0.97237,-0.23345,0,1.0
0.23016,0.0,0.0,0.0,7094,-0.85264,-0.5225,0,1.0
0.046009,0.0,0.0,0.0,7096,-0.76041,-0.64945,0,1.0
0.17205,0.87131,-0.024167,6.5812e-21,7368,-3.5732,-0.46918,0,1.0
0.16259,0.88353,-0.066709,1.6241e-20,7371,-3.3916,-1.1488,0,1.0
0.079955,0.97582,-0.069145,-2.9654999999999996e-21,8062,-4.1311,-3.4878,0,1.0
0.0054037,1.0547,-0.12797,1.3139e-20,8451,-1.1464,-3.8396,0,1.0
-0.035818,1.0992,-0.12415,1.7504e-20,8570,-0.23491,-3.8016,0,1.0
-0.022075,1.0868,-0.093382,-3.0902999999999996e-21,8573,-0.23383,-4.5663,0,1.0
-0.47174,0.0,0.0,0.0,82,0.70711,0.70711,0,2.0
-0.45984,0.0070535,0.045449,-4.2222e-20,87,0.85936,0.85936,0,2.0
-0.45793,0.21747,0.017799,2.0509e-20,92,0.89178,1.0442,0,2.0
-0.45301,0.74919,-0.0028595,2.1124999999999998e-21,101,1.2866,1.2866,0,2.0
-0.39106,1.3015,-0.041256,-1.5435e-20,112,1.5316,1.7937,0,2.0
-0.30953,1.2779,-0.078207,-5.2276999999999995e-21,120,1.8605,2.1789,0,2.0
-0.47933,0.09795,0.0084724,-4.3978999999999996e-21,126,0.71472,0.98382,0,2.0
-0.51247,0.0,0.0,0.0,145,0.5225,0.85264,0,2.0
-0.47837,0.4706,-0.00222,-2.6006e-20,149,0.71792,1.1717,0,2.0
-0.41446,1.2671,0.038478,-7.1903e-20,155,1.0047,1.6399,0,2.0
-0.50871,0.26168,-0.010524,2.2173e-20,168,0.5522,1.0838,0,2.0
-0.5024,0.77045,0.026885,-1.919e-20,191,0.52598,1.2698,0,2.0
-0.57916,0.0,0.0,0.0,208,0.30902,0.95106,0,2.0
-0.54498,0.48433,0.0029466,5.0186000000000003e-20,210,0.37591,1.1568,0,2.0
-0.42046,1.3221,0.12998,1.2321e-20,216,0.5338,1.6426,0,2.0
-0.56337,0.60487,0.027085,8.364e-20,231,0.28397,1.1826,0,2.0
-0.52163,1.0335,0.1037,-4.9207000000000003e-20,233,0.32087,1.3362,0,2.0
-0.38325,1.3372,0.15905,-7.2662e-20,238,0.42578,1.7727,0,2.0
-0.61532,0.55615,0.052461,-1.0537e-20,272,0.089562,1.1377,0,2.0
-0.56116,1.0511,0.16898,1.6315e-20,274,0.1015,1.289,0,2.0
-0.66233,0.0,0.0,0.0,292,0.0,1.0,0,2.0
-0.38035,0.0,0.0,0.0,313,1.0,0.0,0,2.0
-0.40021,-0.030109,0.22756,-3.371e-21,319,1.212,0.095424,0,2.0
-0.38584,-0.043879,0.22509,-2.2306e-20,320,1.2925,0.0,0,2.0
-0.39209,-0.079441,0.21783,-5.3393e-20,324,1.4555,0.0,0,2.0
-0.41097,-0.06469,0.23891,1.4637e-20,325,1.4519,0.11435,0,2.0
-0.44363,-0.094559,0.16341,4.3789e-20,333,1.8155,0.14304,0,2.0
-0.43106,-0.16674,0.04364,1.2688e-20,338,2.1297,0.0,0,2.0
-0.41916,-0.1557,-0.24279,-1.7183e-20,348,2.7283,0.0,0,2.0
-0.41443,0.0,0.0,0.0,355,0.98769,0.15643,0,2.0
-0.50545,0.0044786,0.054683,-1.5083e-20,367,2.1071,0.33402,0,2.0
-0.42644,-0.034043,0.23021,1.0544000000000001e-20,378,1.1826,0.28397,0,2.0
-0.42852,-0.033242,0.25311,1.4474e-20,379,1.258,0.30208,0,2.0
-0.43889,-0.02323,0.25522,-5.4146e-21,381,1.4172,0.34035,0,2.0
