p,U:0,U:1,U:2,vtkOriginalPointIds,Points:0,Points:1,Points:2,t
0.030187,0.78906,-0.61873,5.1329e-20,6859,-0.91393,-0.91393,0,12.0
-0.11189,0.9333,-0.61219,7.6169e-20,6860,-0.76021,-1.0465,0,12.0
-0.3311,0.99111,-0.48367,-1.6775e-20,6873,-0.46551,-1.1238,0,12.0
-0.41375,0.94472,-0.29382,4.5002e-20,6876,-0.19028,-1.201,0,12.0
-0.47018,0.32494,-0.061112,-3.7899e-20,6897,-0.083909,-1.066,0,12.0
-0.15169,0.0,0.0,0.0,6898,-0.64945,-0.76041,0,12.0
-0.30663,0.0,0.0,0.0,6901,-0.5225,-0.85264,0,12.0
-0.41631,0.0,0.0,0.0,6903,-0.38268,-0.92388,0,12.0
-0.48267,0.0,0.0,0.0,6906,-0.15643,-0.98769,0,12.0
-0.48134,0.0,0.0,0.0,6907,-0.078459,-0.99692,0,12.0
0.14704,0.8953,-0.16956,-1.8014e-20,6923,-2.3204,-1.6853,0,12.0
0.21681,0.81704,-0.10269,7.438299999999999e-21,6929,-2.6029,-0.84595,0,12.0
0.33141,0.654,-0.13628,-1.1007e-20,6991,-1.87,-0.44916,0,12.0
0.26092,0.73016,-0.25438,-3.3317e-23,6994,-1.7142,-0.87328,0,12.0
0.19393,0.80107,-0.31197,4.6134e-20,6996,-1.5553,-1.1297,0,12.0
0.4163,0.51574,-0.056818,4.8244e-20,7016,-1.6271,-0.12817,0,12.0
0.36265,0.57629,-0.2348,-6.014e-20,7019,-1.5541,-0.50503,0,12.0
0.25383,0.67031,-0.40745,5.591000000000001e-20,7031,-1.3165,-0.80663,0,12.0
0.47049,0.37159,-0.15986,-3.9726e-20,7044,-1.3568,-0.21499,0,12.0
0.42159,0.37942,-0.34342,-5.2891e-20,7055,-1.2306,-0.39989,0,12.0
0.24806,0.56291,-0.53311,7.8152e-20,7058,-1.1031,-0.67593,0,12.0
0.10437,0.71256,-0.60292,9.0296e-20,7060,-0.98326,-0.83971,0,12.0
0.51993,0.1453,-0.17878,2.0116e-20,7071,-1.1273,-0.17859,0,12.0
0.37878,0.16415,-0.29839,-1.3877000000000002e-19,7083,-0.98812,-0.40929,0,12.0
0.54523,0.0,0.0,0.0,7089,-0.98769,-0.15643,0,12.0
0.50592,0.0,0.0,0.0,7090,-0.97237,-0.23345,0,12.0
0.21791,0.0,0.0,0.0,7094,-0.85264,-0.5225,0,12.0
0.031018,0.0,0.0,0.0,7096,-0.76041,-0.64945,0,12.0
0.17111,0.87215,-0.028715,6.468199999999999e-21,7368,-3.5732,-0.46918,0,12.0
0.16091,0.88558,-0.07099,1.6417e-20,7371,-3.3916,-1.1488,0,12.0
0.077718,0.97819,-0.070391,-2.9803999999999998e-21,8062,-4.1311,-3.4878,0,12.0
0.00086082,1.0604,-0.12618,1.3347e-20,8451,-1.1464,-3.8396,0,12.0
-0.041519,1.1061,-0.11966,1.8232e-20,8570,-0.23491,-3.8016,0,12.0
-0.026942,1.0912,-0.088689,-3.2522999999999997e-21,8573,-0.23383,-4.5663,0,12.0
-0.49564,0.0,0.0,0.0,82,0.70711,0.70711,0,13.0
-0.48394,0.017069,0.044272,-3.8925e-20,87,0.85936,0.85936,0,13.0
-0.48348,0.23556,0.010809,1.6718e-20,92,0.89178,1.0442,0,13.0
-0.4789,0.76385,-0.027822,-2.8809e-21,101,1.2866,1.2866,0,13.0
-0.3925,1.2776,-0.0599,-2.2607e-20,112,1.5316,1.7937,0,13.0
-0.29724,1.2445,-0.082467,-4.2074e-21,120,1.8605,2.1789,0,13.0
-0.5027,0.11022,0.0037159,-2.6894e-21,126,0.71472,0.98382,0,13.0
-0.53533,0.0,0.0,0.0,145,0.5225,0.85264,0,13.0
-0.50125,0.48496,-0.010117,-2.3753e-20,149,0.71792,1.1717,0,13.0
-0.42914,1.2596,0.023666,-8.4464e-20,155,1.0047,1.6399,0,13.0
-0.53054,0.2742,-0.016162,2.3339e-20,168,0.5522,1.0838,0,13.0
-0.52221,0.77955,0.019591,-2.2196e-20,191,0.52598,1.2698,0,13.0
-0.59898,0.0,0.0,0.0,208,0.30902,0.95106,0,13.0
-0.56447,0.49513,-0.0016408,4.7686e-20,210,0.37591,1.1568,0,13.0
-0.43384,1.3162,0.12041,1.3087e-20,216,0.5338,1.6426,0,13.0
-0.58132,0.61413,0.023142,8.133700000000001e-20,231,0.28397,1.1826,0,13.0
-0.53797,1.0373,0.097369,-4.9865e-20,233,0.32087,1.3362,0,13.0
-0.39404,1.3297,0.15062,-7.5916e-20,238,0.42578,1.7727,0,13.0
-0.63017,0.56319,0.05078,-1.2824e-21,272,0.089562,1.1377,0,13.0
-0.57474,1.0538,0.16459,1.9197e-20,274,0.1015,1.289,0,13.0
-0.67532,0.0,0.0,0.0,292,0.0,1.0,0,13.0
-0.36958,0.0,0.0,0.0,313,1.0,0.0,0,13.0
-0.39427,-0.040126,0.16563,-5.3706e-21,319,1.212,0.095424,0,13.0
-0.37671,-0.056784,0.14055,-2.6838e-20,320,1.2925,0.0,0,13.0
-0.38173,-0.098007,0.10843,-6.4975e-20,324,1.4555,0.0,0,13.0
-0.405,-0.088219,0.13491,6.374e-21,325,1.4519,0.11435,0,13.0
-0.42926,-0.13833,0.02098,3.1029e-20,333,1.8155,0.14304,0,13.0
-0.39854,-0.20669,-0.12893,1.6059e-20,338,2.1297,0.0,0,13.0
-0.36767,-0.20826,-0.39513,-1.8193e-20,348,2.7283,0.0,0,13.0
-0.40917,0.0,0.0,0.0,355,0.98769,0.15643,0,13.0
-0.48219,-0.069542,-0.097579,-1.7821000000000002e-20,367,2.1071,0.33402,0,13.0
-0.4297,-0.042663,0.18808,1.653e-20,378,1.1826,0.28397,0,13.0
-0.43309,-0.046878,0.19425,2.2748e-20,379,1.258,0.30208,0,13.0
-0.44523,-0.047963,0.17066,-1.5742999999999998e-21,381,1.4172,0.34035,0,13.0
-0.5011,0.059645,0.061903,1.9779e-20,406,1.7344,0.56364,0,13.0
-0.53051,0.20757,-0.12822,-6.831599999999999e-21,410,2.137,0.69452,0,13.0
-0.49755,0.35013,-0.29721,-8.7092e-20,413,2.4799,0.80599,0,13.0
-0.47027,0.39562,-0.34714,6.7584e-20,414,2.6029,0.84595,0,13.0
-0.45707,0.0,0.0,0.0,418,0.92388,0.38268,0,13.0
-0.53346,0.29855,-0.072199,1.0081000000000001e-20,430,1.973,0.81724,0,13.0
-0.46233,-0.035839,0.15362,8.428899999999999e-21,441,1.0838,0.5522,0,13.0
-0.47225,0.034725,0.15368,3.5853e-20,444,1.2989,0.66178,0,13.0
-0.51828,0.60954,-0.17342,1.7792e-20,453,2.1054,1.0726,0,13.0
-0.47504,0.0,0.0,0.0,460,0.85264,0.5225,0,13.0
-0.50397,0.32525,0.027666,2.367e-20,469,1.5546,0.95244,0,13.0
-0.47281,-0.021537,0.098823,-8.625799999999999e-21,483,0.98382,0.71472,0,13.0
-0.47135,0.049074,0.10399,-2.0101999999999997e-21,485,1.1114,0.8074,0,13.0
-0.49951,0.78028,-0.092914,-3.2221e-20,493,1.7261,1.2538,0,13.0
-0.34548,-0.1202,-0.53519,-3.8715e-20,523,3.187,0.23587,0,13.0
-0.31913,-0.033033,-0.47155,-7.8257e-21,528,3.8141,0.0,0,13.0
-0.33385,0.11893,-0.27091,-5.4593e-20,532,4.2681,0.0,0,13.0
-0.28076,0.022131,-0.35101,-4.5252e-20,533,4.2628,0.23492,0,13.0
-0.28203,0.44427,0.32826,3.1445e-20,540,5.282,0.0,0,13.0
-0.20856,0.4106,0.39268,-7.268000000000001e-20,543,5.5544,0.23377,0,13.0
-0.14769,0.52634,0.54767,2.9608e-20,547,6.1409,0.23326,0,13.0
-0.13599,0.61438,0.58435,2.6651e-20,548,6.4555,0.0,0,13.0
-0.12057,0.56166,0.55329,4.1832e-20,554,7.4555,0.0,0,13.0
-0.20179,0.62388,0.1793,-6.490599999999999e-21,561,8.5669,0.23111,0,13.0
-0.18428,0.77964,-0.27726,5.841499999999999e-21,565,9.382,0.23039,0,13.0
-0.08844,0.82893,-0.49576,-2.8432999999999998e-21,570,10.726,0.0,0,13.0
-0.082144,0.71986,-0.38965,-1.8588e-20,626,12.738,0.454,0,13.0
-0.16072,0.034219,-0.44352,3.6461e-20,641,4.1971,0.69968,0,13.0
-0.14345,0.064105,-0.21836,-7.856499999999999e-21,643,4.6868,0.69847,0,13.0
-0.093799,0.46199,0.51444,-1.5203e-20,649,6.3905,0.6943,0,13.0
-0.16093,0.57619,0.49411,2.3584e-20,653,7.7527,0.69096,0,13.0
-0.060969,0.82625,-0.42662,8.3588e-21,662,11.654,0.68139,0,13.0
-0.28125,0.40835,-0.46364,8.9393e-20,675,3.2568,0.92918,0,13.0
-0.17973,0.30177,-0.46841,-3.8234e-20,677,3.6808,0.9279,0,13.0
-0.072859,0.15843,0.007137,-5.7185e-20,683,5.1561,0.92345,0,13.0
-0.33049,0.67574,-0.39792,-1.7964999999999997e-21,712,2.9753,1.1514,0,13.0
-0.075551,0.36192,-0.3639,1.7934e-20,717,4.0596,1.1477,0,13.0
-0.029567,0.33097,0.32099,5.912000000000001e-20,724,5.9526,1.1414,0,13.0
-0.19233,1.0266,-0.31985,4.4880000000000004e-21,733,9.2192,1.1304,0,13.0
-0.00077159,0.39103,-0.23136,1.5913e-20,757,4.4592,1.3602,0,13.0
0.020865,0.2553,0.010616,6.6706e-22,760,5.2716,1.3574,0,13.0
-0.083372,0.59396,0.46929,-4.2038e-21,766,7.19,1.3508,0,13.0
-0.20293,0.94747,0.05304,-3.1008e-20,769,8.319,1.347,0,13.0
-0.076118,0.98164,-0.42355,-1.8049e-20,774,10.499,1.3395,0,13.0
-0.15419,0.85866,-0.30151,-4.6427e-20,791,3.3928,1.5691,0,13.0
-0.062532,0.73005,-0.25086,-8.187199999999999e-21,793,3.8541,1.5676,0,13.0
0.04487,0.42077,-0.086895,3.3355e-20,797,4.8843,1.5643,0,13.0
0.023393,0.40361,0.28425,-4.4488e-20,801,6.0767,1.5606,0,13.0
-0.038522,0.89351,-0.35237,1.9012e-21,814,11.41,1.5437,0,13.0
-0.25058,1.0727,-0.25928,8.640500000000001e-20,828,2.8331,1.7658,0,13.0
-0.092384,0.93789,-0.19184,3.9886e-20,871,3.586,1.9485,0,13.0
-0.018252,0.83949,-0.12775,-4.3574e-21,873,4.0873,1.9478,0,13.0
0.057331,0.6853,0.0083288,3.5528e-21,876,4.9116,1.9466,0,13.0
0.068395,0.59533,0.11746,4.4452999999999996e-21,878,5.5135,1.9457,0,13.0
-0.0036801,0.96194,0.22219,-1.1016e-20,961,6.7218,2.3126,0,13.0
0.040251,0.92352,0.07896,-1.3522e-20,996,5.0613,2.5172,0,13.0
0.04705,0.94459,0.15752,-6.7551999999999995e-21,998,5.6893,2.5172,0,13.0
-0.062068,1.2048,0.072333,-3.2217e-20,1003,7.4758,2.5172,0,13.0
-0.036354,1.0791,-0.25144,-1.8137999999999997e-21,1049,10.099,2.736,0,13.0
-0.013623,0.97245,-0.23961,-7.704799999999999e-21,1051,11.109,2.736,0,13.0
-0.049862,1.1775,-0.18922,1.0068e-20,1087,9.1598,2.97,0,13.0
0.0051599,0.88773,-0.17807,5.550399999999999e-21,1093,12.196,2.97,0,13.0
0.0095638,1.0163,0.05379,9.1102e-21,1116,5.0613,3.2202,0,13.0
-0.0032808,1.1362,0.046247,8.3829e-22,1201,6.7218,3.7739,0,13.0
-0.016247,1.1157,-0.1094,4.1415e-21,1247,9.1598,4.08,0,13.0
0.0038069,0.99863,-0.13492,4.9132e-22,1251,11.109,4.08,0,13.0
-0.0072192,1.1047,0.0096203,-3.2745999999999996e-22,1321,6.7218,4.7572,0,13.0
0.016427,0.96115,-0.076582,0.0,1333,12.196,4.7572,0,13.0
-0.13825,1.1405,0.11278,3.8157e-20,2145,-4.3934e-16,3.1819,0,13.0
-0.10121,1.1116,0.086764,-1.8953e-20,2175,-4.2301e-16,3.807,0,13.0
-0.080553,1.0955,0.072813,-9.6269e-21,2195,-4.1015e-16,4.2993,0,13.0
0.067315,0.92731,0.28038,4.7717e-20,2456,-1.5845,1.5845,0,13.0
0.036462,0.88635,0.46207,-5.0963000000000003e-20,2468,-1.1532,1.1532,0,13.0
-0.096657,0.9311,0.60769,-4.6928e-20,2475,-0.89178,1.0442,0,13.0
-0.1799,0.85401,0.65754,-5.4726e-22,2479,-0.78951,0.92446,0,13.0
-0.26335,0.0,0.0,0.0,2484,-0.64945,0.76041,0,13.0
-0.10273,1.0046,0.51018,7.8386e-20,2499,-0.90709,1.2487,0,13.0
-0.23906,1.0731,0.58367,5.808499999999999e-21,2522,-0.71792,1.1717,0,13.0
-0.4427,0.0,0.0,0.0,2527,-0.5225,0.85264,0,13.0
-0.064367,1.0593,0.26135,-1.8384e-20,2533,-1.0726,2.1054,0,13.0
-0.41447,1.0359,0.56,-1.8344e-20,2545,-0.5522,1.0838,0,13.0
-0.57647,0.0,0.0,0.0,2569,-0.38268,0.92388,0,13.0
-0.41057,1.2316,0.47993,6.0037e-21,2585,-0.42475,1.3071,0,13.0
-0.52486,1.0832,0.44263,-6.5594e-20,2587,-0.37591,1.1568,0,13.0
-0.67363,0.0,0.0,0.0,2632,-0.15643,0.98769,0,13.0
-0.22062,1.201,0.20747,-6.651000000000001e-20,2639,-0.17623,2.2362,0,13.0
-0.31394,1.2644,0.27061,-1.1061e-20,2643,-0.14304,1.8155,0,13.0
-0.51179,1.274,0.32193,-1.6725000000000002e-19,2648,-0.10781,1.369,0,13.0
-0.60501,0.99786,0.2339,3.0820000000000004e-20,2650,-0.095424,1.212,0,13.0
-0.64009,0.72845,0.15026,6.1578e-20,2651,-0.089562,1.1377,0,13.0
0.25018,0.7742,0.0095321,-5.4886e-23,2660,-2.5997,0.0,0,13.0
0.3144,0.68609,0.013101,-1.5437e-22,2668,-2.1297,0.0,0,13.0
0.41033,0.51881,0.082872,-4.2050000000000006e-20,2679,-1.6271,0.12817,0,13.0
0.4881,0.34928,0.024223,-1.129e-21,2684,-1.3725,0.0,0,13.0
0.52874,0.20259,0.026903,1.3723e-20,2688,-1.2153,0.0,0,13.0
0.56319,0.049431,0.018712,-1.1568999999999999e-21,2692,-1.0692,0.0,0,13.0
0.57343,0.0,0.0,0.0,2695,-1.0,0.0,0,13.0
0.45635,0.37858,0.19311,3.9515e-20,2711,-1.3568,0.21499,0,13.0
0.50312,0.15187,0.21577,-2.7557e-20,2714,-1.1273,0.17859,0,13.0
0.52748,0.0,0.0,0.0,2716,-0.98769,0.15643,0,13.0
0.36942,0.55775,0.20401,-8.8039e-20,2729,-1.5885,0.38151,0,13.0
0.19942,0.82389,0.11158,-6.235099999999999e-21,2740,-2.6029,0.84595,0,13.0
0.29038,0.68521,0.19751,1.4546e-20,2747,-1.8296,0.59459,0,13.0
0.3375,0.58879,0.25931,5.8789e-20,2750,-1.5541,0.50503,0,13.0
0.38078,0.45289,0.34659,-4.9953e-20,2753,-1.3071,0.42475,0,13.0
0.40115,0.23635,0.38497,9.7442e-20,2756,-1.0857,0.35279,0,13.0
0.4152,0.0,0.0,0.0,2758,-0.95106,0.30902,0,13.0
0.25413,0.6706,0.3543,-1.4441e-20,2792,-1.456,0.74178,0,13.0
0.25002,0.36117,0.51467,-1.9146e-19,2798,-1.0172,0.51827,0,13.0
0.24911,0.0,0.0,0.0,2800,-0.89101,0.45399,0,13.0
0.18246,0.80027,0.27566,8.720999999999999e-22,2809,-1.7284,1.0589,0,13.0
0.20448,0.7196,0.39236,1.6497e-20,2813,-1.393,0.85347,0,13.0
0.20186,0.63151,0.52099,6.5424e-20,2816,-1.1717,0.71792,0,13.0
0.066325,0.50853,0.591,2.5595e-19,2840,-0.92341,0.67086,0,13.0
0.048692,0.0,0.0,0.0,2842,-0.80902,0.58779,0,13.0
0.090154,0.93248,0.17008,2.7154e-20,2844,-2.2843,1.9505,0,13.0
0.094517,0.82859,0.44668,-5.0205e-20,2855,-1.2411,1.0599,0,13.0
0.055327,0.77849,0.5872,-1.2729e-20,2858,-1.0442,0.89178,0,13.0
0.13977,0.90581,0.0040538,1.0965999999999998e-21,2912,-4.3358,0.0,0,13.0
0.16559,0.87399,0.034645,-5.1601e-21,2951,-3.5732,0.46918,0,13.0
0.15406,0.88354,0.062509,-1.4417e-20,3011,-3.47,0.92747,0,13.0
0.053825,0.98314,0.076259,2.8640999999999996e-21,3372,-3.8187,3.4878,0,13.0
-0.022066,1.0466,0.098754,1.3932999999999998e-21,4180,-1.5637,4.1771,0,13.0
-0.30898,0.0,0.0,0.0,4394,0.64945,-0.76041,0,13.0
-0.3471,0.0,0.0,0.0,4402,0.45399,-0.89101,0,13.0
-0.38335,0.0,0.0,0.0,4406,0.30902,-0.95106,0,13.0
-0.42393,0.0,0.0,0.0,4410,0.15643,-0.98769,0,13.0
-0.39687,0.69697,-0.11137,-1.2565e-20,4436,0.095424,-1.212,0,13.0
-0.31182,0.20863,-0.0075106,7.2818e-21,4441,0.67593,-1.1031,0,13.0
-0.31323,0.46424,-0.026054,1.1593e-20,4453,0.62391,-1.2246,0,13.0
-0.34624,1.1209,-0.27551,1.267e-19,4459,-8.2717e-17,-1.3725,0,13.0
-0.30079,1.0424,-0.14578,-3.1808e-20,4477,0.47729,-1.4687,0,13.0
-0.26684,0.26691,-0.0052289,-1.5550000000000002e-20,4483,1.1532,-1.1532,0,13.0
-0.27927,0.76535,-0.058534,-1.175e-20,4485,0.85347,-1.393,0,13.0
-0.20487,1.2176,-0.28222,-2.7146e-20,4514,-1.8199e-16,-1.8196,0,13.0
-0.13592,1.1744,-0.23099,5.2222e-20,4558,-2.7552e-16,-2.2408,0,13.0
-0.20835,1.1362,-0.090557,8.574e-21,4559,1.5316,-1.7937,0,13.0
-0.19108,1.2489,-0.077164,-7.2998e-21,4615,2.1213,-2.1213,0,13.0
-0.33463,0.0,0.0,0.0,4627,0.98769,-0.15643,0,13.0
-0.30973,0.0,0.0,0.0,4631,0.95106,-0.30902,0,13.0
-0.29553,0.0,0.0,0.0,4635,0.89101,-0.45399,0,13.0
-0.29511,0.0,0.0,0.0,4641,0.76041,-0.64945,0,13.0
-0.31303,-0.006485,0.046344,-3.2369e-20,4646,1.0857,-0.35279,0,13.0
-0.29528,-0.022531,-0.012328,7.3611e-21,4651,0.86777,-0.74111,0,13.0
-0.33941,-0.028484,0.092671,-6.4394999999999994e-21,4653,1.201,-0.19028,0,13.0
-0.29718,-0.023908,0.014963,-3.674e-22,4657,1.0838,-0.5522,0,13.0
-0.31162,-0.040106,0.03818,-1.0399e-21,4664,1.2306,-0.39989,0,13.0
-0.28993,-0.013112,-0.0071097,-1.0007e-22,4669,0.98326,-0.83971,0,13.0
-0.29126,-0.043553,0.0034693,1.1152e-20,4675,1.2246,-0.62391,0,13.0
-0.3382,-0.094398,0.051548,2.9654e-20,4680,1.4391,-0.22804,0,13.0
-0.30591,-0.071183,0.009562,-1.1612e-21,4682,1.3864,-0.45054,0,13.0
-0.27914,0.039719,-0.0019575,5.950299999999999e-21,4687,1.1075,-0.94578,0,13.0
-0.3603,-0.17991,-0.025026,1.1142e-20,4715,1.8155,-0.14304,0,13.0
-0.24408,0.029519,-0.055711,2.7570000000000004e-20,4729,1.7142,-0.87328,0,13.0
-0.31369,-0.19045,-0.14792,-9.235699999999999e-21,4743,2.1071,-0.33402,0,13.0
-0.25562,-0.057874,-0.13219,2.5079e-20,4745,2.0308,-0.65999,0,13.0
-0.22434,0.10856,-0.079366,2.7095e-20,4747,1.9027,-0.96929,0,13.0
-0.21701,0.38978,-0.035055,2.3829e-20,4749,1.7261,-1.2538,0,13.0
-0.23306,0.037137,-0.2021,-3.5447999999999994e-21,4772,2.3614,-0.76747,0,13.0
-0.22942,0.084645,-0.22112,1.7937e-21,4781,2.4799,-0.80599,0,13.0
-0.24802,0.5005,-0.18534,-1.1396e-20,4818,2.9753,-1.1514,0,13.0
-0.30982,0.075341,-0.40079,-4.0264e-20,4825,3.3622,-0.47016,0,13.0
-0.23607,0.91363,-0.072002,1.0561e-20,4830,2.9641,-1.5704,0,13.0
-0.2071,1.2073,-0.047354,-1.3404e-20,4832,2.6869,-1.9499,0,13.0
-0.35407,0.40152,-0.23212,-4.950499999999999e-21,4846,3.7419,-0.70079,0,13.0
-0.30337,0.85122,-0.058114,1.4854e-20,4849,3.5057,-1.3635,0,13.0
-0.37323,0.25596,-0.18882,-3.8847e-20,4864,4.2628,-0.23492,0,13.0
-0.39962,0.5679,-0.054353,-1.4421e-20,4866,4.1971,-0.69968,0,13.0
-0.3709,0.8517,0.032317,1.7531e-24,4868,4.0596,-1.1477,0,13.0
-0.31638,1.1138,0.081311,5.0816e-20,4870,3.8541,-1.5676,0,13.0
-0.39446,0.5715,0.15034,-7.2948e-21,4885,4.728,-0.4678,0,13.0
-0.34889,1.0961,0.23685,-1.3754e-20,4889,4.4592,-1.3602,0,13.0
-0.25859,1.2989,0.1728,-8.6358e-21,4892,4.0873,-1.9478,0,13.0
-0.35188,1.0235,0.33725,4.245e-21,4898,4.812,-1.1452,0,13.0
-0.32726,0.93757,0.43849,8.5964e-21,4907,5.1561,-0.92345,0,13.0
-0.27978,0.8427,0.52119,-9.4271e-21,4916,5.492,-0.6965,0,13.0
-0.22578,1.2003,0.36892,2.6667e-20,4921,5.0459,-1.7602,0,13.0
-0.2141,0.99974,0.51987,9.522599999999999e-21,4928,5.6516,-1.1424,0,13.0
-0.17431,0.82226,0.5763,4.9401e-20,4936,6.08,-0.69506,0,13.0
-0.15812,1.0489,0.44672,-1.6860000000000002e-20,4940,5.762,-1.5616,0,13.0
-0.13101,0.84544,0.53371,-4.3521000000000003e-20,4947,6.3357,-0.91989,0,13.0
-0.12104,1.0227,0.40343,-2.6329e-20,4951,5.9608,-1.7579,0,13.0
-0.081673,0.59518,0.44076,7.4157e-21,4986,7.7527,-0.69096,0,13.0
-0.12956,0.51179,0.26963,-4.6104e-20,5005,8.5472,-0.46122,0,13.0
-0.053942,0.5417,0.28815,-1.8085e-20,5008,8.3977,-1.1332,0,13.0
-0.0081574,0.61729,0.18258,3.1404e-20,5021,8.5295,-1.7514,0,13.0
-0.084406,0.55634,-0.048752,-2.3344e-20,5027,9.2813,-0.91101,0,13.0
-0.037835,0.71618,-0.37427,5.8467e-20,5059,10.499,-1.3395,0,13.0
-0.077633,0.79437,-0.49265,1.1155999999999999e-21,5075,11.684,-0.45582,0,13.0
-0.03247,0.79641,-0.43304,3.6579e-20,5081,11.32,-1.7443,0,13.0
-0.11537,0.77012,-0.42173,6.5682e-21,5095,12.738,-0.454,0,13.0
-0.10618,1.1424,0.1952,-4.4064999999999994e-21,5561,5.0613,-2.97,0,13.0
-0.091556,1.1093,0.20831,-1.8987000000000002e-20,5591,5.3695,-2.97,0,13.0
-0.075787,1.0734,0.21556,-1.4587999999999998e-21,5621,5.6893,-2.97,0,13.0
-0.058908,1.0671,0.16478,3.1288999999999998e-21,5623,5.6893,-3.4878,0,13.0
-0.01409,0.92417,0.18025,-1.6629e-21,5741,7.0919,-2.97,0,13.0
-0.0054872,0.9871,0.083961,-7.8508e-22,5746,7.0919,-4.4072,0,13.0
-0.0046743,0.99708,0.069673,-2.9912999999999997e-21,5747,7.0919,-4.7572,0,13.0
-0.002584,1.0202,0.037117,-3.3212e-24,5750,7.0919,-5.9596,0,13.0
0.010407,0.85825,0.12201,1.9425e-21,5801,7.874,-2.97,0,13.0
0.012059,0.92109,0.07537,3.2030999999999996e-21,5804,7.874,-3.7739,0,13.0
0.027021,0.69673,0.0096757,-3.8395e-21,5889,9.1598,-2.5172,0,13.0
0.031925,0.91901,-0.027175,-1.6360000000000001e-21,5895,9.1598,-4.08,0,13.0
0.026071,0.68346,-0.14914,-8.9139e-23,5949,10.099,-2.5172,0,13.0
0.041007,0.87192,-0.12835,-7.754999999999999e-22,5953,10.099,-3.4878,0,13.0
0.02768,1.0007,-0.050728,1.0571e-21,5958,10.099,-5.1314,0,13.0
0.02284,0.82823,-0.26322,2.4974999999999997e-21,6011,11.109,-2.97,0,13.0
0.031019,1.0284,-0.14538,1.1317e-21,6015,11.109,-4.08,0,13.0
-0.026323,0.96909,-0.30095,-2.7043e-20,6070,12.196,-2.736,0,13.0
0.016673,1.1155,-0.059588,0.0,6077,12.196,-4.7572,0,13.0
0.017885,1.0741,-0.02169,5.9556e-22,6080,12.196,-5.9596,0,13.0
-0.054799,1.0968,-0.23722,5.666200000000001e-20,6745,-0.57975,-2.4134,0,13.0
0.093598,0.93468,-0.26092,-3.9020000000000005e-20,6748,-1.5316,-1.7937,0,13.0
0.12395,0.87255,-0.34155,-6.7237e-20,6789,-1.3571,-1.3571,0,13.0
0.11076,0.84339,-0.43826,4.4392e-20,6819,-1.1532,-1.1532,0,13.0
0.0425,0.7772,-0.60691,4.9225000000000003e-20,6859,-0.91393,-0.91393,0,13.0
-0.098119,0.91946,-0.60192,7.4715e-20,6860,-0.76021,-1.0465,0,13.0
-0.31469,0.97563,-0.47604,-1.7182e-20,6873,-0.46551,-1.1238,0,13.0
-0.39867,0.92903,-0.28886,4.3773e-20,6876,-0.19028,-1.201,0,13.0
-0.45496,0.32065,-0.05999,-3.9459000000000003e-20,6897,-0.083909,-1.066,0,13.0
-0.13394,0.0,0.0,0.0,6898,-0.64945,-0.76041,0,13.0
-0.28767,0.0,0.0,0.0,6901,-0.5225,-0.85264,0,13.0
-0.39726,0.0,0.0,0.0,6903,-0.38268,-0.92388,0,13.0
-0.46587,0.0,0.0,0.0,6906,-0.15643,-0.98769,0,13.0
-0.46588,0.0,0.0,0.0,6907,-0.078459,-0.99692,0,13.0
0.1504,0.89018,-0.1646,-1.8006e-20,6923,-2.3204,-1.6853,0,13.0
0.21886,0.8143,-0.096125,7.5504e-21,6929,-2.6029,-0.84595,0,13.0
0.33376,0.65118,-0.12607,-1.1884e-20,6991,-1.87,-0.44916,0,13.0
0.26507,0.72463,-0.24501,6.862999999999999e-22,6994,-1.7142,-0.87328,0,13.0
0.19917,0.79381,-0.30344,4.6086e-20,6996,-1.5553,-1.1297,0,13.0
0.41752,0.51464,-0.044346,4.9043e-20,7016,-1.6271,-0.12817,0,13.0
0.36639,0.57204,-0.22284,-6.0948e-20,7019,-1.5541,-0.50503,0,13.0
0.26049,0.66269,-0.39588,5.5056e-20,7031,-1.3165,-0.80663,0,13.0
0.47316,0.36916,-0.14512,-4.0145e-20,7044,-1.3568,-0.21499,0,13.0
0.42719,0.37445,-0.32845,-5.2995e-20,7055,-1.2306,-0.39989,0,13.0
0.25732,0.55436,-0.51939,7.3041e-20,7058,-1.1031,-0.67593,0,13.0
0.11576,0.70176,-0.5904,8.6422e-20,7060,-0.98326,-0.83971,0,13.0
0.52354,0.14306,-0.16448,1.8672e-20,7071,-1.1273,-0.17859,0,13.0
0.38802,0.16043,-0.28915,-1.3896000000000002e-19,7083,-0.98812,-0.40929,0,13.0
0.54917,0.0,0.0,0.0,7089,-0.98769,-0.15643,0,13.0
0.51176,0.0,0.0,0.0,7090,-0.97237,-0.23345,0,13.0
0.23069,0.0,0.0,0.0,7094,-0.85264,-0.5225,0,13.0
0.046628,0.0,0.0,0.0,7096,-0.76041,-0.64945,0,13.0
0.17209,0.87126,-0.02388,6.5824999999999994e-21,7368,-3.5732,-0.46918,0,13.0
0.16263,0.88341,-0.066435,1.6241e-20,7371,-3.3916,-1.1488,0,13.0
0.080002,0.97567,-0.069054,-2.9652999999999996e-21,8062,-4.1311,-3.4878,0,13.0
0.0054993,1.0543,-0.12802,1.3125000000000001e-20,8451,-1.1464,-3.8396,0,13.0
-0.035664,1.0987,-0.12435,1.7487e-20,8570,-0.23491,-3.8016,0,13.0
